roses/16209331331_343c899d38.jpg,0,1
roses/5777669976_a205f61e5b.jpg,0,1
roses/4860145119_b1c3cbaa4e_n.jpg,0,1
roses/15011625580_7974c44bce.jpg,0,1
roses/17953368844_be3d18cf30_m.jpg,0,1
roses/8983268106_dc913d17d8_m.jpg,0,1
roses/6803363808_9f9ce98186_m.jpg,0,1
roses/8388497874_1fe750cc95_m.jpg,0,1
roses/14267691818_301aceda07.jpg,0,1
roses/4558025386_2c47314528.jpg,0,1
roses/17990320484_93bba345d2_m.jpg,0,1
roses/4608559939_3487bf3b62_n.jpg,0,1
roses/18599603859_f2ec616ddf_n.jpg,0,1
roses/8723767157_c45bfd3ab6.jpg,0,1
roses/8523394349_61b31fdd8f_m.jpg,0,1
roses/13279526615_a3b0059bec.jpg,0,1
roses/3407482427_49d5c75291_m.jpg,0,1
roses/4684127262_6c3346188d.jpg,0,1
roses/7316409504_7cf3707f8a_m.jpg,0,1
roses/2331651885_619653a5d3.jpg,0,1
roses/3697780051_83e50a6dd1_m.jpg,0,1
roses/1461381091_aaaa663bbe_n.jpg,0,1
roses/5223191368_01aedb6547_n.jpg,0,1
roses/6936225976_a91b60d8c2_m.jpg,0,1
roses/12323085443_8ac0cdb713_n.jpg,0,1
roses/4731069260_b270f47803_n.jpg,0,1
roses/22982871191_ec61e36939_n.jpg,0,1
roses/18389368680_91c24a2087_z.jpg,0,1
roses/9309388105_12c0b8dd54_m.jpg,0,1
roses/6108118824_5b0231a56d.jpg,0,1
roses/8742493689_fb852f0228_n.jpg,0,1
roses/6570546331_ffb9dab0bf_n.jpg,0,1
roses/1446090416_f0cad5fde4.jpg,0,1
roses/12406418663_af20dc225f_n.jpg,0,1
roses/2607130050_9c34310004.jpg,0,1
roses/3052753519_d087aaeacb_n.jpg,0,1
roses/6363976189_e7155e5f9c.jpg,0,1
roses/9458445402_79e4dfa89c.jpg,0,1
roses/3526860692_4c551191b1_m.jpg,0,1
roses/6111589202_8b9555364c_m.jpg,0,1
roses/5231103167_a03280e9f6_n.jpg,0,1
roses/3268459296_a7346c6b2c.jpg,0,1
roses/5083072098_81587295d5.jpg,0,1
roses/2347579838_dd6d2aaefc_n.jpg,0,1
roses/5892908233_6756199a43.jpg,0,1
roses/7455236056_b6d71a8dab.jpg,0,1
roses/6158504080_b844a9ae05.jpg,0,1
roses/14408977935_a397e796b8_m.jpg,0,1
roses/410421672_563550467c.jpg,0,1
roses/2888138918_402096c7fb.jpg,0,1
roses/2501297526_cbd66a3f7e_m.jpg,0,1
roses/488849503_63a290a8c2_m.jpg,0,1
roses/2414954629_3708a1a04d.jpg,0,1
roses/4495885281_fe2a3b671d.jpg,0,1
roses/9164900485_605aa12da8.jpg,0,1
roses/8060338380_eb6c806624_n.jpg,0,1
roses/21522100663_455b77a90c_n.jpg,0,1
roses/3103591125_99107c8bbe_n.jpg,0,1
roses/4648680921_80dfc4f12a.jpg,0,1
roses/19988406792_68201f76e3_n.jpg,0,1
roses/2258973326_03c0145f15_n.jpg,0,1
roses/4724951744_61877ec101_n.jpg,0,1
roses/4910094611_8c7170fc95_n.jpg,0,1
roses/14172324538_2147808483_n.jpg,0,1
roses/509239741_28e2cfe492_m.jpg,0,1
roses/6969041818_a505baa68e_m.jpg,0,1
roses/14019883858_e5d2a0ec10_n.jpg,0,1
roses/8622493424_877ae35ed7.jpg,0,1
roses/7211616670_2d49ecb3a5_m.jpg,0,1
roses/159079265_d77a9ac920_n.jpg,0,1
roses/18563353954_b761d97155_m.jpg,0,1
roses/13235124703_a7e1266e44.jpg,0,1
roses/3072908271_08764c732a_m.jpg,0,1
roses/459042023_6273adc312_n.jpg,0,1
roses/9300754115_dd79670066_n.jpg,0,1
roses/2491600761_7e9d6776e8_m.jpg,0,1
roses/6363951285_a802238d4e.jpg,0,1
roses/5529341024_0c35f2657d.jpg,0,1
roses/15419696882_9394168a10_n.jpg,0,1
roses/145862135_ab710de93c_n.jpg,0,1
roses/8437935944_aab997560a_n.jpg,0,1
